# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms up
# columns_index: 0 1 2
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20000604 000000	   10.6074
20000605 000000	   10.5998
20000606 000000	   10.5922
20000607 000000	   10.5846
20000608 000000	   10.5770
20000609 000000	   10.5694
20000610 000000	   10.5618
20000611 000000	   10.5542
20000612 000000	   10.5466
20000613 000000	   10.5390
20000614 000000	   10.5314
20000615 000000	   10.5238
20000616 000000	   10.5162
20000617 000000	   10.5086
20000618 000000	   10.5009
20000619 000000	   10.4933
20000620 000000	   10.4857
20000621 000000	   10.4781
20000622 000000	   10.4705
20000623 000000	   10.4629
20000624 000000	   10.4553
20000625 000000	   10.4477
20000626 000000	   10.4401
20000627 000000	   10.4325
20000628 000000	   10.4249
20000629 000000	   10.4173
20000630 000000	   10.4097
20000701 000000	   10.4021
20000702 000000	   10.3945
20000703 000000	   10.3869
20000704 000000	   10.3793
20000705 000000	   10.3717
20000706 000000	   10.3641
20000707 000000	   10.3565
20000708 000000	   10.3488
20000709 000000	   10.3412
20000710 000000	   10.3336
20000711 000000	   10.3260
20000712 000000	   10.3184
20000713 000000	   10.3108
20000714 000000	   10.3032
20000715 000000	   10.2956
20000717 000000	   10.2804
20000718 000000	   10.2728
20000720 000000	   10.2576
20000721 000000	   10.2500
20000722 000000	   10.2424
20000723 000000	   10.2348
20000724 000000	   10.2272
20000725 000000	   10.2196
20000726 000000	   10.2120
20000727 000000	   10.2044
20000728 000000	   10.1967
20000729 000000	   10.1891
20000730 000000	   10.1815
20000731 000000	   10.1739
20000801 000000	   10.1663
20000802 000000	   10.1587
20000803 000000	   10.1511
20000804 000000	   10.1435
20000805 000000	   10.1359
20000806 000000	   10.1283
20000807 000000	   10.1207
20000808 000000	   10.1131
20000809 000000	   10.1055
20000810 000000	   10.0979
20000811 000000	   10.0903
20000812 000000	   10.0827
20000813 000000	   10.0751
20000814 000000	   10.0675
20000815 000000	   10.0599
20000816 000000	   10.0523
20000817 000000	   10.0446
20000818 000000	   10.0370
20000819 000000	   10.0294
20000820 000000	   10.0218
20000821 000000	   10.0142
20000822 000000	   10.0066
20000823 000000	    9.9990
20000824 000000	    9.9914
20000825 000000	    9.9838
20000826 000000	    9.9762
20000827 000000	    9.9686
20000828 000000	    9.9610
20000829 000000	    9.9534
20000830 000000	    9.9458
20000831 000000	    9.9382
20000901 000000	    9.9306
20000903 000000	    9.9154
20000904 000000	    9.9078
20000905 000000	    9.9002
20000906 000000	    9.8925
20000907 000000	    9.8849
20000908 000000	    9.8773
20000910 000000	    9.8621
20000911 000000	    9.8545
20000912 000000	    9.8469
20000913 000000	    9.8393
20000914 000000	    9.8317
20000915 000000	    9.8241
20000916 000000	    9.8165
20000917 000000	    9.8089
20000918 000000	    9.8013
20000919 000000	    9.7937
20000920 000000	    9.7861
20000921 000000	    9.7785
20000922 000000	    9.7709
20000923 000000	    9.7633
20000924 000000	    9.7557
20000925 000000	    9.7481
20000926 000000	    9.7404
20000927 000000	    9.7328
20000928 000000	    9.7252
20000929 000000	    9.7176
20000930 000000	    9.7100
20001002 000000	    9.6948
20001003 000000	    9.6872
20001004 000000	    9.6796
20001005 000000	    9.6720
20001006 000000	    9.6644
20001007 000000	    9.6568
20001008 000000	    9.6492
20001009 000000	    9.6416
20001010 000000	    9.6340
20001011 000000	    9.6264
20001012 000000	    9.6188
20001013 000000	    9.6112
20001014 000000	    9.6036
20001015 000000	    9.5959
20001016 000000	    9.5883
20001017 000000	    9.5807
20001018 000000	    9.5731
20001020 000000	    9.5579
20001021 000000	    9.5503
20001023 000000	    9.5351
20001024 000000	    9.5275
20001025 000000	    9.5199
20001026 000000	    9.5123
20001027 000000	    9.5047
20001029 000000	    9.4895
20001030 000000	    9.4819
20001031 000000	    9.4743
20001101 000000	    9.4667
20001102 000000	    9.4591
20001103 000000	    9.4515
20001105 000000	    9.4362
20001106 000000	    9.4286
20001107 000000	    9.4210
20001108 000000	    9.4134
20001109 000000	    9.4058
20001110 000000	    9.3982
20001111 000000	    9.3906
20001112 000000	    9.3830
20001113 000000	    9.3754
20001114 000000	    9.3678
20001115 000000	    9.3602
20001116 000000	    9.3526
20001117 000000	    9.3450
20001118 000000	    9.3374
20001119 000000	    9.3298
20001120 000000	    9.3222
20001121 000000	    9.3146
20001122 000000	    9.3070
20001123 000000	    9.2994
20001124 000000	    9.2917
20001125 000000	    9.2841
20001126 000000	    9.2765
20001127 000000	    9.2689
20001128 000000	    9.2613
20001129 000000	    9.2537
20001130 000000	    9.2461
20001201 000000	    9.2385
20001202 000000	    9.2309
20001203 000000	    9.2233
20001204 000000	    9.2157
20001205 000000	    9.2081
20001206 000000	    9.2005
20001207 000000	    9.1929
20001208 000000	    9.1853
20001209 000000	    9.1777
20001210 000000	    9.1701
20001211 000000	    9.1625
20001212 000000	    9.1549
20001213 000000	    9.1473
20001214 000000	    9.1396
20001215 000000	    9.1320
20001216 000000	    9.1244
20001217 000000	    9.1168
20001218 000000	    9.1092
20001219 000000	    9.1016
20001220 000000	    9.0940
20001222 000000	    9.0788
20001223 000000	    9.0712
20001224 000000	    9.0636
20001225 000000	    9.0560
20001226 000000	    9.0484
20001227 000000	    9.0408
20001228 000000	    9.0332
20001229 000000	    9.0256
20001230 000000	    9.0180
20010102 000000	    8.9952
20010103 000000	    8.9875
20010104 000000	    8.9799
20010105 000000	    8.9723
20010106 000000	    8.9647
20010107 000000	    8.9571
20010108 000000	    8.9495
20010109 000000	    8.9419
20010110 000000	    8.9343
20010111 000000	    8.9267
20010112 000000	    8.9191
20010113 000000	    8.9115
20010114 000000	    8.9039
20010115 000000	    8.8963
20010116 000000	    8.8887
20010117 000000	    8.8811
20010118 000000	    8.8735
20010119 000000	    8.8659
20010120 000000	    8.8583
20010121 000000	    8.8507
20010122 000000	    8.8431
20010123 000000	    8.8354
20010124 000000	    8.8278
20010125 000000	    8.8202
20010126 000000	    8.8126
20010127 000000	    8.8050
20010128 000000	    8.7974
20010129 000000	    8.7898
20010130 000000	    8.7822
20010131 000000	    8.7746
20010201 000000	    8.7670
20010202 000000	    8.7594
20010203 000000	    8.7518
20010204 000000	    8.7442
20010205 000000	    8.7366
20010206 000000	    8.7290
20010207 000000	    8.7214
20010208 000000	    8.7138
20010209 000000	    8.7062
20010210 000000	    8.6986
20010211 000000	    8.6909
20010212 000000	    8.6833
20010213 000000	    8.6757
20010214 000000	    8.6681
20010215 000000	    8.6605
20010216 000000	    8.6529
20010217 000000	    8.6453
20010218 000000	    8.6377
20010219 000000	    8.6301
20010220 000000	    8.6225
20010221 000000	    8.6149
20010222 000000	    8.6073
