# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms up
# columns_index: 0 1 2
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20110117 000000	   -5.6648
20110118 000000	   -5.6679
20110119 000000	   -5.6709
20110120 000000	   -5.6740
20110121 000000	   -5.6770
20110122 000000	   -5.6801
20110123 000000	   -5.6832
20110124 000000	   -5.6862
20110125 000000	   -5.6893
20110126 000000	   -5.6924
20110127 000000	   -5.6954
20110128 000000	   -5.6985
20110129 000000	   -5.7015
20110130 000000	   -5.7046
20110131 000000	   -5.7077
20110201 000000	   -5.7107
20110203 000000	   -5.7169
20110204 000000	   -5.7199
20110205 000000	   -5.7230
20110206 000000	   -5.7261
20110208 000000	   -5.7322
20110209 000000	   -5.7352
20110210 000000	   -5.7383
20110211 000000	   -5.7414
20110212 000000	   -5.7444
20110213 000000	   -5.7475
20110214 000000	   -5.7506
20110215 000000	   -5.7536
20110216 000000	   -5.7567
20110217 000000	   -5.7598
20110218 000000	   -5.7628
20110219 000000	   -5.7659
20110220 000000	   -5.7689
20110221 000000	   -5.7720
20110222 000000	   -5.7751
20110223 000000	   -5.7781
20110224 000000	   -5.7812
20110225 000000	   -5.7843
20110226 000000	   -5.7873
20110227 000000	   -5.7904
20110228 000000	   -5.7935
20110301 000000	   -5.7965
20110302 000000	   -5.7996
20110303 000000	   -5.8026
20110304 000000	   -5.8057
20110305 000000	   -5.8088
20110306 000000	   -5.8118
20110307 000000	   -5.8149
20110308 000000	   -5.8180
20110309 000000	   -5.8210
20110310 000000	   -5.8241
20110311 000000	   -5.8272
20110312 000000	   -5.8302
20110313 000000	   -5.8333
20110314 000000	   -5.8363
20110315 000000	   -5.8394
20110316 000000	   -5.8425
20110317 000000	   -5.8455
20110318 000000	   -5.8486
20110319 000000	   -5.8517
20110320 000000	   -5.8547
20110321 000000	   -5.8578
20110322 000000	   -5.8608
20110323 000000	   -5.8639
20110324 000000	   -5.8670
20110325 000000	   -5.8700
20110326 000000	   -5.8731
20110327 000000	   -5.8762
20110328 000000	   -5.8792
20110329 000000	   -5.8823
20110330 000000	   -5.8854
20110331 000000	   -5.8884
20110401 000000	   -5.8915
20110402 000000	   -5.8945
20110403 000000	   -5.8976
20110404 000000	   -5.9007
20110405 000000	   -5.9037
20110406 000000	   -5.9068
20110407 000000	   -5.9099
20110408 000000	   -5.9129
20110409 000000	   -5.9160
20110410 000000	   -5.9191
20110411 000000	   -5.9221
20110412 000000	   -5.9252
20110413 000000	   -5.9282
20110414 000000	   -5.9313
20110415 000000	   -5.9344
20110416 000000	   -5.9374
20110417 000000	   -5.9405
20110418 000000	   -5.9436
20110419 000000	   -5.9466
20110420 000000	   -5.9497
20110421 000000	   -5.9528
20110422 000000	   -5.9558
20110423 000000	   -5.9589
20110424 000000	   -5.9619
20110425 000000	   -5.9650
20110426 000000	   -5.9681
20110427 000000	   -5.9711
20110428 000000	   -5.9742
20110429 000000	   -5.9773
20110430 000000	   -5.9803
20110501 000000	   -5.9834
20110502 000000	   -5.9865
20110503 000000	   -5.9895
20110504 000000	   -5.9926
20110505 000000	   -5.9956
20110506 000000	   -5.9987
20110507 000000	   -6.0018
20110508 000000	   -6.0048
20110509 000000	   -6.0079
20110510 000000	   -6.0110
20110511 000000	   -6.0140
20110512 000000	   -6.0171
20110513 000000	   -6.0201
20110514 000000	   -6.0232
20110515 000000	   -6.0263
20110516 000000	   -6.0293
20110517 000000	   -6.0324
20110518 000000	   -6.0355
20110519 000000	   -6.0385
20110520 000000	   -6.0416
20110521 000000	   -6.0447
20110522 000000	   -6.0477
20110523 000000	   -6.0508
20110524 000000	   -6.0538
20110525 000000	   -6.0569
20110526 000000	   -6.0600
20110527 000000	   -6.0630
20110528 000000	   -6.0661
20110529 000000	   -6.0692
20110530 000000	   -6.0722
20110531 000000	   -6.0753
20110601 000000	   -6.0784
20110602 000000	   -6.0814
20110603 000000	   -6.0845
20110604 000000	   -6.0875
20110605 000000	   -6.0906
20110606 000000	   -6.0937
20110607 000000	   -6.0967
20110608 000000	   -6.0998
20110609 000000	   -6.1029
20110610 000000	   -6.1059
20110611 000000	   -6.1090
20110612 000000	   -6.1121
20110613 000000	   -6.1151
20110614 000000	   -6.1182
20110615 000000	   -6.1212
20110616 000000	   -6.1243
20110617 000000	   -6.1274
20110618 000000	   -6.1304
20110619 000000	   -6.1335
20110620 000000	   -6.1366
20110621 000000	   -6.1396
20110622 000000	   -6.1427
20110623 000000	   -6.1458
20110624 000000	   -6.1488
20110625 000000	   -6.1519
20110626 000000	   -6.1549
20110627 000000	   -6.1580
20110628 000000	   -6.1611
20110629 000000	   -6.1641
20110630 000000	   -6.1672
20110701 000000	   -6.1703
20110702 000000	   -6.1733
20110703 000000	   -6.1764
20110704 000000	   -6.1794
20110705 000000	   -6.1825
20110706 000000	   -6.1856
20110707 000000	   -6.1886
20110708 000000	   -6.1917
20110709 000000	   -6.1948
20110710 000000	   -6.1978
20110711 000000	   -6.2009
20110712 000000	   -6.2040
20110713 000000	   -6.2070
20110714 000000	   -6.2101
20110715 000000	   -6.2131
20110716 000000	   -6.2162
20110717 000000	   -6.2193
20110718 000000	   -6.2223
20110719 000000	   -6.2254
20110720 000000	   -6.2285
20110722 000000	   -6.2346
20110723 000000	   -6.2377
20110724 000000	   -6.2407
20110725 000000	   -6.2438
20110726 000000	   -6.2468
20110727 000000	   -6.2499
20110801 000000	   -6.2652
20110802 000000	   -6.2683
20110803 000000	   -6.2714
20110804 000000	   -6.2744
20110805 000000	   -6.2775
20110806 000000	   -6.2805
20110807 000000	   -6.2836
20110808 000000	   -6.2867
20110809 000000	   -6.2897
20110810 000000	   -6.2928
20110811 000000	   -6.2959
20110812 000000	   -6.2989
20110813 000000	   -6.3020
20110814 000000	   -6.3051
20110815 000000	   -6.3081
20110816 000000	   -6.3112
20110819 000000	   -6.3204
20110820 000000	   -6.3234
20110823 000000	   -6.3326
20110824 000000	   -6.3357
20110825 000000	   -6.3387
20110826 000000	   -6.3418
20110827 000000	   -6.3449
20110828 000000	   -6.3479
20110829 000000	   -6.3510
20110830 000000	   -6.3541
20110831 000000	   -6.3571
20110901 000000	   -6.3602
20110902 000000	   -6.3633
20110903 000000	   -6.3663
20110906 000000	   -6.3755
20110907 000000	   -6.3786
20110908 000000	   -6.3816
20110909 000000	   -6.3847
20110913 000000	   -6.3970
20110914 000000	   -6.4000
20110915 000000	   -6.4031
20110916 000000	   -6.4061
20110917 000000	   -6.4092
20110918 000000	   -6.4123
20110919 000000	   -6.4153
20110920 000000	   -6.4184
20110921 000000	   -6.4215
20110922 000000	   -6.4245
20110923 000000	   -6.4276
20110924 000000	   -6.4307
20110925 000000	   -6.4337
20110926 000000	   -6.4368
20110927 000000	   -6.4398
20110928 000000	   -6.4429
20110929 000000	   -6.4460
20110930 000000	   -6.4490
20111001 000000	   -6.4521
20111002 000000	   -6.4552
20111003 000000	   -6.4582
20111004 000000	   -6.4613
20111005 000000	   -6.4644
20111006 000000	   -6.4674
20111007 000000	   -6.4705
20111008 000000	   -6.4735
20111009 000000	   -6.4766
20111010 000000	   -6.4797
20111012 000000	   -6.4858
20111013 000000	   -6.4889
20111014 000000	   -6.4919
20111015 000000	   -6.4950
20111016 000000	   -6.4980
20111017 000000	   -6.5011
20111018 000000	   -6.5042
20111019 000000	   -6.5072
20111020 000000	   -6.5103
20111021 000000	   -6.5134
20111022 000000	   -6.5164
20111023 000000	   -6.5195
20111024 000000	   -6.5226
20111025 000000	   -6.5256
20111026 000000	   -6.5287
20111027 000000	   -6.5317
20111028 000000	   -6.5348
20111029 000000	   -6.5379
20111031 000000	   -6.5440
20111101 000000	   -6.5471
20111102 000000	   -6.5501
20111103 000000	   -6.5532
20111104 000000	   -6.5563
20111105 000000	   -6.5593
20111106 000000	   -6.5624
20111107 000000	   -6.5654
20111108 000000	   -6.5685
20111109 000000	   -6.5716
20111110 000000	   -6.5746
20111111 000000	   -6.5777
20111112 000000	   -6.5808
20111113 000000	   -6.5838
20111114 000000	   -6.5869
20111115 000000	   -6.5900
20111116 000000	   -6.5930
20111117 000000	   -6.5961
20111118 000000	   -6.5991
20111119 000000	   -6.6022
20111120 000000	   -6.6053
20111121 000000	   -6.6083
20111122 000000	   -6.6114
20111123 000000	   -6.6145
20111124 000000	   -6.6175
20111125 000000	   -6.6206
20111126 000000	   -6.6237
20111127 000000	   -6.6267
20111128 000000	   -6.6298
20111129 000000	   -6.6328
20111130 000000	   -6.6359
20111201 000000	   -6.6390
20111202 000000	   -6.6420
20111205 000000	   -6.6512
20111206 000000	   -6.6543
20111207 000000	   -6.6573
20111208 000000	   -6.6604
20111209 000000	   -6.6635
20111210 000000	   -6.6665
20111211 000000	   -6.6696
20111212 000000	   -6.6727
20111213 000000	   -6.6757
20111214 000000	   -6.6788
20111215 000000	   -6.6819
20111216 000000	   -6.6849
20111217 000000	   -6.6880
20111218 000000	   -6.6910
20111219 000000	   -6.6941
20111220 000000	   -6.6972
20111221 000000	   -6.7002
20111222 000000	   -6.7033
20111223 000000	   -6.7064
20111224 000000	   -6.7094
20111225 000000	   -6.7125
20111226 000000	   -6.7156
20111227 000000	   -6.7186
20111228 000000	   -6.7217
20111229 000000	   -6.7247
20111230 000000	   -6.7278
20111231 000000	   -6.7309
20120101 000000	   -6.7339
20120102 000000	   -6.7370
20120103 000000	   -6.7401
20120104 000000	   -6.7431
20120105 000000	   -6.7462
20120106 000000	   -6.7493
20120107 000000	   -6.7523
20120108 000000	   -6.7554
20120109 000000	   -6.7584
20120110 000000	   -6.7615
20120111 000000	   -6.7646
20120112 000000	   -6.7676
20120113 000000	   -6.7707
20120114 000000	   -6.7738
20120115 000000	   -6.7768
20120116 000000	   -6.7799
20120117 000000	   -6.7830
20120118 000000	   -6.7860
20120119 000000	   -6.7891
20120120 000000	   -6.7921
20120121 000000	   -6.7952
20120122 000000	   -6.7983
20120123 000000	   -6.8013
20120124 000000	   -6.8044
20120125 000000	   -6.8075
20120126 000000	   -6.8105
20120127 000000	   -6.8136
20120128 000000	   -6.8166
20120129 000000	   -6.8197
20120130 000000	   -6.8228
20120131 000000	   -6.8258
20120201 000000	   -6.8289
20120202 000000	   -6.8320
20120203 000000	   -6.8350
20120204 000000	   -6.8381
20120205 000000	   -6.8412
20120206 000000	   -6.8442
20120207 000000	   -6.8473
20120208 000000	   -6.8503
20120209 000000	   -6.8534
20120210 000000	   -6.8565
20120211 000000	   -6.8595
20120212 000000	   -6.8626
20120213 000000	   -6.8657
20120214 000000	   -6.8687
20120215 000000	   -6.8718
20120216 000000	   -6.8749
20120217 000000	   -6.8779
20120218 000000	   -6.8810
20120219 000000	   -6.8840
20120220 000000	   -6.8871
20120221 000000	   -6.8902
20120222 000000	   -6.8932
20120223 000000	   -6.8963
20120224 000000	   -6.8994
20120225 000000	   -6.9024
20120226 000000	   -6.9055
20120227 000000	   -6.9086
20120228 000000	   -6.9116
20120229 000000	   -6.9147
20120301 000000	   -6.9177
20120302 000000	   -6.9208
20120303 000000	   -6.9239
20120304 000000	   -6.9269
20120305 000000	   -6.9300
20120306 000000	   -6.9331
20120307 000000	   -6.9361
20120308 000000	   -6.9392
20120309 000000	   -6.9423
20120310 000000	   -6.9453
20120311 000000	   -6.9484
20120312 000000	   -6.9514
20120313 000000	   -6.9545
20120314 000000	   -6.9576
20120315 000000	   -6.9606
20120316 000000	   -6.9637
20120317 000000	   -6.9668
20120318 000000	   -6.9698
20120319 000000	   -6.9729
20120320 000000	   -6.9760
20120321 000000	   -6.9790
20120322 000000	   -6.9821
20120323 000000	   -6.9851
20120324 000000	   -6.9882
20120325 000000	   -6.9913
20120326 000000	   -6.9943
20120327 000000	   -6.9974
20120328 000000	   -7.0005
20120329 000000	   -7.0035
20120330 000000	   -7.0066
20120331 000000	   -7.0096
20120401 000000	   -7.0127
20120402 000000	   -7.0158
20120403 000000	   -7.0188
20120404 000000	   -7.0219
20120405 000000	   -7.0250
20120406 000000	   -7.0280
20120409 000000	   -7.0372
20120410 000000	   -7.0403
20120411 000000	   -7.0433
20120412 000000	   -7.0464
20120413 000000	   -7.0495
20120414 000000	   -7.0525
20120415 000000	   -7.0556
20120416 000000	   -7.0587
20120417 000000	   -7.0617
20120418 000000	   -7.0648
20120419 000000	   -7.0679
20120420 000000	   -7.0709
20120421 000000	   -7.0740
20120422 000000	   -7.0770
20120423 000000	   -7.0801
20120424 000000	   -7.0832
20120425 000000	   -7.0862
20120426 000000	   -7.0893
20120427 000000	   -7.0924
20120428 000000	   -7.0954
20120429 000000	   -7.0985
20120430 000000	   -7.1016
20120501 000000	   -7.1046
20120502 000000	   -7.1077
20120503 000000	   -7.1107
20120504 000000	   -7.1138
20120505 000000	   -7.1169
20120507 000000	   -7.1230
20120508 000000	   -7.1261
20120509 000000	   -7.1291
20120510 000000	   -7.1322
20120511 000000	   -7.1353
20120512 000000	   -7.1383
20120513 000000	   -7.1414
20120514 000000	   -7.1444
20120515 000000	   -7.1475
20120516 000000	   -7.1506
20120517 000000	   -7.1536
20120518 000000	   -7.1567
20120519 000000	   -7.1598
20120520 000000	   -7.1628
20120521 000000	   -7.1659
20120522 000000	   -7.1689
20120523 000000	   -7.1720
20120524 000000	   -7.1751
20120525 000000	   -7.1781
20120526 000000	   -7.1812
20120527 000000	   -7.1843
20120528 000000	   -7.1873
20120529 000000	   -7.1904
20120530 000000	   -7.1935
20120531 000000	   -7.1965
20120603 000000	   -7.2057
20120604 000000	   -7.2088
20120605 000000	   -7.2118
20120606 000000	   -7.2149
20120607 000000	   -7.2180
20120608 000000	   -7.2210
20120609 000000	   -7.2241
20120610 000000	   -7.2272
20120613 000000	   -7.2363
20120614 000000	   -7.2394
20120615 000000	   -7.2425
20120616 000000	   -7.2455
20120617 000000	   -7.2486
20120618 000000	   -7.2517
20120619 000000	   -7.2547
20120620 000000	   -7.2578
20120621 000000	   -7.2609
20120622 000000	   -7.2639
20120623 000000	   -7.2670
20120624 000000	   -7.2700
20120625 000000	   -7.2731
20120627 000000	   -7.2792
20120628 000000	   -7.2823
20120629 000000	   -7.2854
20120630 000000	   -7.2884
20120701 000000	   -7.2915
20120702 000000	   -7.2946
20120703 000000	   -7.2976
20120704 000000	   -7.3007
20120705 000000	   -7.3037
20120706 000000	   -7.3068
20120707 000000	   -7.3099
20120708 000000	   -7.3129
20120709 000000	   -7.3160
20120710 000000	   -7.3191
20120711 000000	   -7.3221
20120712 000000	   -7.3252
20120713 000000	   -7.3282
20120714 000000	   -7.3313
20120715 000000	   -7.3344
20120716 000000	   -7.3374
20120717 000000	   -7.3405
20120718 000000	   -7.3436
20120720 000000	   -7.3497
20120722 000000	   -7.3558
20120724 000000	   -7.3619
20120725 000000	   -7.3650
20120726 000000	   -7.3681
20120727 000000	   -7.3711
20120728 000000	   -7.3742
20120729 000000	   -7.3773
20120730 000000	   -7.3803
20120731 000000	   -7.3834
20120801 000000	   -7.3865
20120802 000000	   -7.3895
20120803 000000	   -7.3926
20120804 000000	   -7.3956
20120805 000000	   -7.3987
20120806 000000	   -7.4018
20120807 000000	   -7.4048
20120808 000000	   -7.4079
20120809 000000	   -7.4110
20120810 000000	   -7.4140
20120811 000000	   -7.4171
20120812 000000	   -7.4202
20120813 000000	   -7.4232
20120814 000000	   -7.4263
20120815 000000	   -7.4293
20120816 000000	   -7.4324
20120817 000000	   -7.4355
20120818 000000	   -7.4385
20120819 000000	   -7.4416
20120820 000000	   -7.4447
20120821 000000	   -7.4477
20120822 000000	   -7.4508
20120823 000000	   -7.4539
20120824 000000	   -7.4569
20120825 000000	   -7.4600
20120826 000000	   -7.4630
20120827 000000	   -7.4661
20120828 000000	   -7.4692
20120829 000000	   -7.4722
20120830 000000	   -7.4753
20120831 000000	   -7.4784
20120901 000000	   -7.4814
20120902 000000	   -7.4845
20120903 000000	   -7.4875
20120904 000000	   -7.4906
20120905 000000	   -7.4937
20120906 000000	   -7.4967
20120907 000000	   -7.4998
20120908 000000	   -7.5029
20120909 000000	   -7.5059
20120910 000000	   -7.5090
20120911 000000	   -7.5121
20120912 000000	   -7.5151
20120913 000000	   -7.5182
20120914 000000	   -7.5212
20120915 000000	   -7.5243
20120916 000000	   -7.5274
20120917 000000	   -7.5304
20120918 000000	   -7.5335
20120919 000000	   -7.5366
20120920 000000	   -7.5396
20120921 000000	   -7.5427
20120922 000000	   -7.5458
20120923 000000	   -7.5488
20120924 000000	   -7.5519
20120925 000000	   -7.5549
20120926 000000	   -7.5580
20120927 000000	   -7.5611
20120928 000000	   -7.5641
20120929 000000	   -7.5672
20120930 000000	   -7.5703
20121001 000000	   -7.5733
20121002 000000	   -7.5764
20121003 000000	   -7.5795
20121004 000000	   -7.5825
20121005 000000	   -7.5856
20121006 000000	   -7.5886
20121007 000000	   -7.5917
20121008 000000	   -7.5948
20121009 000000	   -7.5978
20121010 000000	   -7.6009
20121011 000000	   -7.6040
20121012 000000	   -7.6070
20121013 000000	   -7.6101
20121014 000000	   -7.6132
20121015 000000	   -7.6162
20121016 000000	   -7.6193
20121017 000000	   -7.6223
20121018 000000	   -7.6254
20121019 000000	   -7.6285
20121020 000000	   -7.6315
20121021 000000	   -7.6346
20121022 000000	   -7.6377
20121023 000000	   -7.6407
20121024 000000	   -7.6438
20121025 000000	   -7.6468
20121026 000000	   -7.6499
20121027 000000	   -7.6530
20121028 000000	   -7.6560
20121029 000000	   -7.6591
20121030 000000	   -7.6622
20121031 000000	   -7.6652
20121101 000000	   -7.6683
20121102 000000	   -7.6714
20121103 000000	   -7.6744
20121104 000000	   -7.6775
20121105 000000	   -7.6805
20121106 000000	   -7.6836
20121107 000000	   -7.6867
20121109 000000	   -7.6928
20121110 000000	   -7.6959
20121111 000000	   -7.6989
20121112 000000	   -7.7020
20121113 000000	   -7.7051
20121114 000000	   -7.7081
20121115 000000	   -7.7112
20121116 000000	   -7.7142
20121117 000000	   -7.7173
20121118 000000	   -7.7204
20121119 000000	   -7.7234
20121120 000000	   -7.7265
20121121 000000	   -7.7296
20121122 000000	   -7.7326
20121123 000000	   -7.7357
20121124 000000	   -7.7388
20121125 000000	   -7.7418
20121126 000000	   -7.7449
20121127 000000	   -7.7479
20121128 000000	   -7.7510
20121129 000000	   -7.7541
20121130 000000	   -7.7571
20121201 000000	   -7.7602
20121202 000000	   -7.7633
20121203 000000	   -7.7663
20121204 000000	   -7.7694
20121205 000000	   -7.7725
20121206 000000	   -7.7755
20121207 000000	   -7.7786
20121208 000000	   -7.7816
20121209 000000	   -7.7847
20121210 000000	   -7.7878
20121211 000000	   -7.7908
20121212 000000	   -7.7939
20121213 000000	   -7.7970
20121214 000000	   -7.8000
20121215 000000	   -7.8031
20121216 000000	   -7.8061
20121217 000000	   -7.8092
20121218 000000	   -7.8123
20121219 000000	   -7.8153
20121220 000000	   -7.8184
20121221 000000	   -7.8215
20121222 000000	   -7.8245
20121223 000000	   -7.8276
20121224 000000	   -7.8307
20121225 000000	   -7.8337
20121226 000000	   -7.8368
20121227 000000	   -7.8398
20121228 000000	   -7.8429
20121229 000000	   -7.8460
20121230 000000	   -7.8490
20130101 000000	   -7.8552
20130102 000000	   -7.8582
20130103 000000	   -7.8613
20130104 000000	   -7.8644
20130105 000000	   -7.8674
20130106 000000	   -7.8705
20130107 000000	   -7.8735
20130108 000000	   -7.8766
20130109 000000	   -7.8797
20130110 000000	   -7.8827
20130111 000000	   -7.8858
20130112 000000	   -7.8889
20130113 000000	   -7.8919
20130114 000000	   -7.8950
20130115 000000	   -7.8981
20130116 000000	   -7.9011
20130117 000000	   -7.9042
20130118 000000	   -7.9072
20130119 000000	   -7.9103
20130120 000000	   -7.9134
20130121 000000	   -7.9164
20130122 000000	   -7.9195
20130123 000000	   -7.9226
20130124 000000	   -7.9256
20130125 000000	   -7.9287
20130126 000000	   -7.9318
20130127 000000	   -7.9348
20130128 000000	   -7.9379
20130129 000000	   -7.9409
20130130 000000	   -7.9440
20130131 000000	   -7.9471
20130201 000000	   -7.9501
20130202 000000	   -7.9532
20130203 000000	   -7.9563
20130204 000000	   -7.9593
20130205 000000	   -7.9624
20130206 000000	   -7.9654
20130207 000000	   -7.9685
20130208 000000	   -7.9716
20130209 000000	   -7.9746
20130210 000000	   -7.9777
20130211 000000	   -7.9808
20130212 000000	   -7.9838
20130213 000000	   -7.9869
20130214 000000	   -7.9900
20130215 000000	   -7.9930
20130216 000000	   -7.9961
20130217 000000	   -7.9991
20130218 000000	   -8.0022
20130219 000000	   -8.0053
20130220 000000	   -8.0083
20130221 000000	   -8.0114
20130222 000000	   -8.0145
20130223 000000	   -8.0175
20130224 000000	   -8.0206
20130225 000000	   -8.0237
20130226 000000	   -8.0267
20130227 000000	   -8.0298
20130228 000000	   -8.0328
20130301 000000	   -8.0359
20130302 000000	   -8.0390
20130303 000000	   -8.0420
20130304 000000	   -8.0451
20130305 000000	   -8.0482
20130306 000000	   -8.0512
20130307 000000	   -8.0543
20130308 000000	   -8.0574
20130309 000000	   -8.0604
20130310 000000	   -8.0635
20130311 000000	   -8.0665
20130312 000000	   -8.0696
20130313 000000	   -8.0727
20130314 000000	   -8.0757
20130315 000000	   -8.0788
20130316 000000	   -8.0819
20130317 000000	   -8.0849
20130318 000000	   -8.0880
20130319 000000	   -8.0911
20130320 000000	   -8.0941
20130321 000000	   -8.0972
20130322 000000	   -8.1002
20130323 000000	   -8.1033
20130324 000000	   -8.1064
20130325 000000	   -8.1094
20130326 000000	   -8.1125
20130327 000000	   -8.1156
20130328 000000	   -8.1186
20130329 000000	   -8.1217
20130330 000000	   -8.1247
20130331 000000	   -8.1278
20130401 000000	   -8.1309
20130402 000000	   -8.1339
20130403 000000	   -8.1370
20130404 000000	   -8.1401
20130405 000000	   -8.1431
20130406 000000	   -8.1462
20130407 000000	   -8.1493
20130408 000000	   -8.1523
20130409 000000	   -8.1554
20130410 000000	   -8.1584
20130411 000000	   -8.1615
20130412 000000	   -8.1646
20130413 000000	   -8.1676
20130414 000000	   -8.1707
20130415 000000	   -8.1738
20130417 000000	   -8.1799
20130418 000000	   -8.1830
20130419 000000	   -8.1860
20130420 000000	   -8.1891
20130421 000000	   -8.1921
