# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms east north up east_sigma north_sigma up_sigma
# columns_index: 0 1 3 4 5 6 7 8
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20101215 120000	 2010.9541	   14.2980	   -1.2510	   -9.4970	    0.8950	    0.8490	    3.3770
20101216 120000	 2010.9569	   16.6320	   -0.2270	  -10.7960	    0.9040	    0.8560	    3.4300
20101217 120000	 2010.9596	   15.7470	   -0.7110	  -11.4990	    0.9370	    0.8900	    3.5660
20101218 120000	 2010.9624	   15.2810	   -2.9220	  -10.5170	    0.9250	    0.8610	    3.5020
20101219 120000	 2010.9651	   15.4900	   -2.2050	  -16.6450	    0.9090	    0.8560	    3.4480
20101220 120000	 2010.9678	   15.6130	   -2.1700	  -14.2550	    0.9020	    0.8520	    3.3870
20101221 120000	 2010.9706	   13.0710	   -2.8710	  -15.0850	    0.9080	    0.8580	    3.4310
20101222 120000	 2010.9733	   14.7770	   -3.7930	  -15.8990	    0.9310	    0.8620	    3.4950
20101223 120000	 2010.9760	   15.5060	   -1.6600	  -11.4360	    0.9110	    0.8600	    3.4620
20101224 120000	 2010.9788	   16.0060	   -0.7100	  -12.5250	    0.9260	    0.8610	    3.4940
20101225 120000	 2010.9815	   14.2860	   -0.1690	  -12.8800	    0.9110	    0.8540	    3.4310
20101226 120000	 2010.9843	   14.7640	   -1.2980	   -8.9330	    0.9350	    0.8610	    3.5130
20101227 120000	 2010.9870	   17.1380	   -1.7680	  -11.7660	    0.9140	    0.8580	    3.4600
20101228 120000	 2010.9897	   15.9830	   -2.7650	   -9.9670	    0.9770	    0.8770	    3.5870
20101229 120000	 2010.9925	   15.5580	   -1.2670	  -10.9960	    0.9870	    0.8920	    3.5970
20101230 120000	 2010.9952	   15.7910	   -1.3930	  -13.9220	    0.9740	    0.8760	    3.5690
20101231 120000	 2010.9979	   15.6810	   -1.8190	  -12.8490	    0.9120	    0.8540	    3.4420
20110101 120000	 2011.0007	   13.9460	   -2.7440	  -15.6100	    0.9260	    0.8630	    3.5260
20110102 120000	 2011.0034	   16.7490	   -3.5320	  -18.6310	    0.8020	    0.7110	    2.9200
20110103 120000	 2011.0062	   16.4000	   -2.8920	  -20.0630	    1.0610	    0.9400	    3.9330
20110104 120000	 2011.0089	   16.2990	   -1.2610	   -8.3650	    0.8230	    0.7270	    2.9830
20110105 120000	 2011.0116	   17.2220	    0.1770	  -17.4240	    0.8070	    0.7120	    2.9300
20110106 120000	 2011.0144	   16.7030	    0.9110	  -16.0010	    0.8130	    0.7150	    2.9510
20110107 120000	 2011.0171	   16.1450	    0.5750	  -11.4840	    0.8290	    0.7250	    2.9880
20110108 120000	 2011.0198	   16.1530	   -0.1300	  -14.6160	    0.8120	    0.7170	    2.9540
20110109 120000	 2011.0226	   16.1130	   -0.0310	  -15.0380	    0.8140	    0.7130	    2.9520
20110120 120000	 2011.0527	   15.2780	   -0.4610	   -7.1580	    0.8050	    0.7020	    2.8680
20110121 120000	 2011.0554	   16.9630	   -3.2150	  -13.6190	    0.8090	    0.7010	    2.8730
20110122 120000	 2011.0582	   16.3250	   -3.1040	   -6.6420	    0.8150	    0.6980	    2.8910
20110123 120000	 2011.0609	   17.4820	   -2.3650	  -11.4480	    0.8220	    0.7040	    2.9430
20110124 120000	 2011.0637	   18.5290	   -1.1120	  -11.3680	    0.8190	    0.7070	    2.9430
20110125 120000	 2011.0664	   18.0070	   -3.1340	   -9.3730	    0.8250	    0.7090	    2.9440
20110126 120000	 2011.0691	   18.9650	   -2.8610	  -10.3570	    0.8480	    0.7340	    3.0270
20110127 120000	 2011.0719	   17.3020	   -4.3590	   -8.7270	    0.8290	    0.7030	    2.9470
20110128 120000	 2011.0746	   18.0880	   -3.2460	  -14.3380	    0.8260	    0.7050	    2.9440
20110129 120000	 2011.0773	   15.2400	   -3.4960	   -8.3750	    0.8350	    0.7100	    2.9790
20110130 120000	 2011.0801	   16.7610	   -2.1950	  -10.9220	    0.7280	    0.6970	    2.8260
20110201 120000	 2011.0856	   17.8430	   -1.9950	   -8.6140	    0.7180	    0.6900	    2.7560
20110203 120000	 2011.0910	   17.8260	   -2.7370	  -10.3570	    0.7280	    0.6950	    2.7920
20110204 120000	 2011.0938	   17.8340	   -3.9780	  -10.8090	    0.8240	    0.7780	    3.1540
20110205 120000	 2011.0965	   18.0680	   -2.6170	   -7.6990	    0.7300	    0.6970	    2.8190
20110206 120000	 2011.0992	   20.1540	   -3.4220	   -6.9540	    0.7310	    0.6940	    2.8140
20110207 120000	 2011.1020	   16.9860	   -5.9730	   -8.4680	    1.7600	    1.6260	    6.6590
20110208 120000	 2011.1047	   19.0890	   -1.9630	   -0.5960	    0.7330	    0.6990	    2.8400
20110209 120000	 2011.1075	   17.9760	   -1.3110	   -3.6440	    0.7280	    0.6910	    2.7990
20110210 120000	 2011.1102	   19.6000	   -1.5220	   -5.4870	    0.7230	    0.6940	    2.7640
20110211 120000	 2011.1129	   20.7700	   -1.6760	   -2.6880	    0.7270	    0.6980	    2.8140
20110212 120000	 2011.1157	   20.6520	   -2.5260	   -0.6810	    1.1010	    0.9750	    4.1500
20110213 120000	 2011.1184	   20.3020	   -3.1790	   -6.7830	    0.7350	    0.7170	    2.8840
20110214 120000	 2011.1211	   21.0440	   -3.6620	   -5.4120	    0.7370	    0.7120	    2.8650
20110215 120000	 2011.1239	   21.2050	   -3.9000	   -2.7350	    0.7260	    0.7210	    2.8890
20110216 120000	 2011.1266	   22.1790	   -3.1860	   -5.6850	    0.7390	    0.7190	    2.9030
20110217 120000	 2011.1294	   22.2250	    0.3620	    0.3530	    0.8090	    0.7960	    3.1790
20110219 120000	 2011.1348	   19.8160	   -1.9900	   -4.7300	    0.7440	    0.7080	    2.8750
20110220 120000	 2011.1376	   21.1810	   -2.7230	   -6.1820	    0.7460	    0.7110	    2.9050
20110221 120000	 2011.1403	   22.5160	   -2.6280	   -4.4200	    0.7270	    0.7060	    2.8790
20110222 120000	 2011.1431	   19.1920	   -1.4970	   -5.3660	    0.7420	    0.7010	    2.8540
20110223 120000	 2011.1458	   18.1270	    2.0540	   -9.4260	    0.7420	    0.7040	    2.8610
20110224 120000	 2011.1485	   19.5540	   -0.4840	    1.4170	    0.7250	    0.7000	    2.8140
20110225 120000	 2011.1513	   19.4300	   -0.5740	   -0.6690	    0.7380	    0.6960	    2.8330
20110226 120000	 2011.1540	   19.2760	   -0.5070	   -0.6680	    0.7320	    0.6940	    2.8240
20110227 120000	 2011.1567	   20.6050	   -0.3330	   -3.7960	    0.7270	    0.6940	    2.8210
20110228 120000	 2011.1595	   21.1730	    1.3310	   -2.9100	    0.7330	    0.6960	    2.8320
20110301 120000	 2011.1622	   19.4380	    2.6550	   -5.7580	    1.0100	    1.0170	    4.0510
20110302 120000	 2011.1650	   19.5370	    3.9640	   -6.0650	    0.8610	    0.8460	    3.3470
20110303 120000	 2011.1677	   20.2200	    1.6670	   -3.5180	    0.7330	    0.7000	    2.8450
20110304 120000	 2011.1704	   20.9100	   -0.7550	   -0.9540	    0.7380	    0.7010	    2.8480
20110305 120000	 2011.1732	   21.1570	    1.4810	   -4.8930	    0.7550	    0.7450	    2.9710
20110306 120000	 2011.1759	   19.8540	   -0.1970	   -9.3080	    0.7350	    0.6970	    2.8390
20110307 120000	 2011.1786	   19.3840	    2.4000	   -3.7800	    0.7570	    0.7330	    2.9320
20110308 120000	 2011.1814	   21.5470	    1.7060	   -1.5940	    0.7310	    0.7350	    2.8950
20110309 120000	 2011.1841	   19.9840	    1.1600	  -11.2190	    0.7540	    0.7210	    2.9030
20110310 120000	 2011.1869	   21.6920	    2.6280	   -7.2950	    0.7430	    0.6990	    2.8680
20110311 120000	 2011.1896	   24.7400	    8.2660	  -35.4240	    2.5440	    2.6240	   12.4890
20110313 120000	 2011.1951	   21.2370	    1.6120	  -10.0030	    0.7290	    0.7140	    2.9070
20110314 120000	 2011.1978	   23.4500	    4.4990	   -4.2460	    1.0400	    0.9780	    4.0410
20110315 120000	 2011.2005	   25.4030	    2.8740	   -9.7890	    0.7510	    0.7080	    2.9090
20110316 120000	 2011.2033	   23.1470	    2.5940	   -9.3140	    0.8540	    0.7990	    3.3990
20110317 120000	 2011.2060	   24.9490	    3.6890	   -5.7550	    0.8270	    0.7790	    3.2020
20110318 120000	 2011.2088	   24.9270	    1.9130	   -4.7120	    0.7420	    0.7100	    2.8740
20110319 120000	 2011.2115	   23.4830	    0.9260	   -7.5070	    0.7560	    0.7300	    2.9310
20110320 120000	 2011.2142	   25.7350	   -0.3890	  -10.3630	    0.8840	    0.8280	    3.3870
20110321 120000	 2011.2170	   22.8450	    2.0030	  -11.1690	    0.7560	    0.7190	    2.9480
20110322 120000	 2011.2197	   23.3020	    3.5610	   -8.8460	    0.7580	    0.7090	    2.8710
20110323 120000	 2011.2225	   24.6020	    2.7200	  -17.0900	    0.7270	    0.7010	    2.8110
20110325 120000	 2011.2279	   24.2800	    6.8910	   -6.9080	    0.7610	    0.7720	    2.9800
20110326 120000	 2011.2307	   23.9740	    3.6940	  -10.7240	    0.7400	    0.7330	    2.9420
20110329 120000	 2011.2389	   21.5840	    3.9150	   -9.5100	    0.7420	    0.7260	    2.8820
20110330 120000	 2011.2416	   21.7780	    3.8210	   -5.9090	    0.7560	    0.7360	    2.9920
20110331 120000	 2011.2444	   22.4670	    5.5540	   -7.6110	    0.7370	    0.7470	    2.9220
20110401 120000	 2011.2471	   21.0180	    2.3570	  -12.1780	    0.8190	    0.7640	    3.1180
20110402 120000	 2011.2498	   21.3390	    3.5250	   -5.7990	    0.7250	    0.7020	    2.8060
20110403 120000	 2011.2526	   21.5670	    5.4430	    1.7200	    0.7590	    0.7310	    2.9190
20110405 120000	 2011.2580	   23.3820	    7.2200	   -2.7700	    0.7540	    0.7570	    2.9700
20110406 120000	 2011.2608	   21.6330	    8.0500	  -14.3850	    0.7700	    0.7240	    3.0140
20110407 120000	 2011.2635	   20.3580	    8.8290	   -9.7360	    0.7730	    0.7280	    3.0510
