# time_unit: years
# unit: mm
# scale: 1
# column_names: ymd hms north east up
# columns_index: 0 1 2 3 4
# index_cols: ymd hms
# index_formats: %Y%m%d %H%M%S
20000731 000000	   -7.3793	    8.6595	   12.9841
20000801 000000	   -4.5779	   10.5338	   -4.3791
20000802 000000	   -4.3365	    8.5580	   -2.3223
20000803 000000	   -5.6851	   10.6623	   -9.6056
20000804 000000	   -1.5837	   12.6266	   -2.7588
20000805 000000	   -4.2623	    9.8608	   -7.6620
20000806 000000	   -2.9609	   13.0451	   -6.0353
20000807 000000	   -2.4195	    9.6394	   -6.8985
20000808 000000	  -11.0381	   15.1036	    1.1983
20000809 000000	   -9.3967	    6.9879	   -0.9249
20000810 000000	   -5.5553	    8.9222	    0.9418
20000811 000000	  -10.1039	   11.5064	    4.7586
20000812 000000	   -8.3925	   12.7807	  -11.2646
20000813 000000	   -8.8012	    9.4450	    7.4022
20000814 000000	   -5.4698	   14.6792	    6.0589
20000815 000000	   -9.7984	   14.5735	   -3.2343
20000816 000000	   -6.6670	   11.4278	   -3.7075
20000817 000000	   -0.9256	   11.5620	   -5.5507
20000818 000000	   -7.2942	   14.0063	   -4.4440
20000819 000000	   -9.0628	   13.2806	   -5.4672
20000820 000000	   -4.7614	    8.1648	    4.3996
20000821 000000	   -7.1000	   11.4191	   -0.8036
20000822 000000	  -13.1586	   13.9834	    7.4031
20000823 000000	   -6.6172	   10.7276	   -3.9801
20000824 000000	  -10.1158	   11.5519	   -6.8433
20000825 000000	  -11.1544	   12.1662	   -3.4965
20000826 000000	   -9.5331	   13.6804	   -9.0198
20000827 000000	   -7.1517	   12.9047	   -5.5330
20000828 000000	   -9.3503	    8.8790	   -3.3962
20000829 000000	  -10.4489	    9.9632	    9.8905
20000830 000000	   -9.4475	   10.2675	   -6.7527
20000831 000000	   -6.0161	   10.2318	   -3.7259
20000901 000000	   -5.7447	   10.5460	   -3.9591
20000902 000000	   -4.3733	    9.6303	  -15.6624
20000904 000000	   -9.2205	   10.1488	  -12.7288
20000905 000000	   -9.8791	    6.5731	   -4.7020
20000906 000000	   -9.2577	   13.4874	  -10.6553
20000907 000000	   -8.0163	    9.3916	  -15.4785
20000908 000000	   -6.9250	    9.2659	  -16.7217
20000909 000000	   -7.3236	   10.6602	  -15.4649
20000910 000000	   -9.5822	   11.8244	   -9.8682
20000911 000000	   -9.2008	   11.7487	   -8.9414
20000912 000000	   -8.8094	   12.5930	  -13.3446
20000913 000000	   -9.4280	   11.7072	  -13.4578
20000914 000000	   -8.6066	   11.7915	  -13.8911
20000915 000000	   -6.2152	   12.6158	  -11.9943
20000916 000000	   -6.6538	   13.2800	   -4.4375
20000917 000000	   -9.2124	    9.0343	    2.8793
20000918 000000	   -7.2810	   11.6386	   -6.6440
20000919 000000	   -7.9396	   11.7828	  -18.8072
20000920 000000	   -7.1882	   13.0771	  -17.8604
20000921 000000	   -6.1969	   10.5614	  -19.8537
20000922 000000	   -5.6755	   13.0656	  -12.0669
20000923 000000	   -6.0241	   11.6799	  -16.9401
20000924 000000	   -8.8227	   12.3542	  -15.3233
20000925 000000	   -5.1713	   10.1084	  -17.3066
20000926 000000	   -5.5199	   13.5827	  -16.9198
20000927 000000	   -6.5785	   10.3070	  -15.4030
20000928 000000	   -5.6471	    9.9012	  -10.8762
20000929 000000	   -7.3757	   11.7055	  -12.4795
20000930 000000	   -7.3343	   11.9998	  -10.8427
20001001 000000	   -6.0429	   10.5940	  -16.8859
20001002 000000	   -4.2715	    9.2183	  -14.5491
20001003 000000	   -4.9901	   10.5826	  -11.9524
20001004 000000	   -6.7588	   10.4768	   -9.8056
